code_sous_classe,libelle_sous_classe,code_sous_classe_short,code_classe,libelle_classe,code_classe_short,code_groupe,libelle_groupe,code_groupe_short,code_division,libelle_division,code_section,libelle_section
46.32B,Commerce de gros (commerce interentreprises) de produits à base de viande,4632B,46.32,Commerce de gros de viandes et de produits à base de viande,4632,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.32C,Commerce de gros (commerce interentreprises) de volailles et gibier,4632C,46.32,Commerce de gros de viandes et de produits à base de viande,4632,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.33Z,"Commerce de gros (commerce interentreprises) de produits laitiers, œufs, huiles et matières grasses comestibles",4633Z,46.33,"Commerce de gros de produits laitiers, œufs, huiles et matières grasses comestibles",4633,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.34Z,Commerce de gros (commerce interentreprises) de boissons,4634Z,46.34,Commerce de gros de boissons,4634,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.35Z,Commerce de gros (commerce interentreprises) de produits à base de tabac,4635Z,46.35,Commerce de gros de produits à base de tabac,4635,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.36Z,"Commerce de gros (commerce interentreprises) de sucre, chocolat et confiserie",4636Z,46.36,"Commerce de gros de sucre, chocolat et confiserie",4636,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.37Z,"Commerce de gros (commerce interentreprises) de café, thé, cacao et épices",4637Z,46.37,"Commerce de gros de café, thé, cacao et épices",4637,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.38A,"Commerce de gros (commerce interentreprises) de poissons, crustacés et mollusques",4638A,46.38,"Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques",4638,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.38B,Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,4638B,46.38,"Commerce de gros d'autres produits alimentaires, y compris poissons, crustacés et mollusques",4638,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.39A,Commerce de gros (commerce interentreprises) de produits surgelés,4639A,46.39,"Commerce de gros non spécialisé de denrées, boissons et tabac",4639,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.39B,Commerce de gros (commerce interentreprises) alimentaire non spécialisé,4639B,46.39,"Commerce de gros non spécialisé de denrées, boissons et tabac",4639,46.3,"Commerce de gros de produits alimentaires, de boissons et de tabac",463,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.41Z,Commerce de gros (commerce interentreprises) de textiles,4641Z,46.41,Commerce de gros de textiles,4641,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.42Z,Commerce de gros (commerce interentreprises) d'habillement et de chaussures,4642Z,46.42,Commerce de gros d'habillement et de chaussures,4642,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.43Z,Commerce de gros (commerce interentreprises) d'appareils électroménagers,4643Z,46.43,Commerce de gros d'appareils électroménagers,4643,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.44Z,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",4644Z,46.44,"Commerce de gros de vaisselle, verrerie et produits d'entretien",4644,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.45Z,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,4645Z,46.45,Commerce de gros de parfumerie et de produits de beauté,4645,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.46Z,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,4646Z,46.46,Commerce de gros de produits pharmaceutiques,4646,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.47Z,"Commerce de gros (commerce interentreprises) de meubles, de tapis et d'appareils d'éclairage",4647Z,46.47,"Commerce de gros de meubles, de tapis et d'appareils d'éclairage",4647,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.48Z,Commerce de gros (commerce interentreprises) d'articles d'horlogerie et de bijouterie,4648Z,46.48,Commerce de gros d'articles d'horlogerie et de bijouterie,4648,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.49Z,Commerce de gros (commerce interentreprises) d'autres biens domestiques,4649Z,46.49,Commerce de gros d'autres biens domestiques,4649,46.4,Commerce de gros de biens domestiques,464,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.51Z,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels",4651Z,46.51,"Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels",4651,46.5,Commerce de gros d'équipements de l'information et de la communication,465,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.52Z,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,4652Z,46.52,Commerce de gros de composants et d'équipements électroniques et de télécommunication,4652,46.5,Commerce de gros d'équipements de l'information et de la communication,465,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.61Z,Commerce de gros (commerce interentreprises) de matériel agricole,4661Z,46.61,Commerce de gros de matériel agricole,4661,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.62Z,Commerce de gros (commerce interentreprises) de machines-outils,4662Z,46.62,Commerce de gros de machines-outils,4662,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.63Z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",4663Z,46.63,"Commerce de gros de machines pour l'extraction, la construction et le génie civil",4663,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.64Z,Commerce de gros (commerce interentreprises) de machines pour l'industrie textile et l'habillement,4664Z,46.64,Commerce de gros de machines pour l'industrie textile et l'habillement,4664,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.65Z,Commerce de gros (commerce interentreprises) de mobilier de bureau,4665Z,46.65,Commerce de gros de mobilier de bureau,4665,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.66Z,Commerce de gros (commerce interentreprises) d'autres machines et équipements de bureau,4666Z,46.66,Commerce de gros d'autres machines et équipements de bureau,4666,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.69A,Commerce de gros (commerce interentreprises) de matériel électrique,4669A,46.69,Commerce de gros d'autres machines et équipements,4669,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.69B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,4669B,46.69,Commerce de gros d'autres machines et équipements,4669,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.69C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,4669C,46.69,Commerce de gros d'autres machines et équipements,4669,46.6,Commerce de gros d'autres équipements industriels,466,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.71Z,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,4671Z,46.71,Commerce de gros de combustibles et de produits annexes,4671,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.72Z,Commerce de gros (commerce interentreprises) de minerais et métaux,4672Z,46.72,Commerce de gros de minerais et métaux,4672,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.73A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,4673A,46.73,"Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires",4673,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration,4673B,46.73,"Commerce de gros de bois, de matériaux de construction et d'appareils sanitaires",4673,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.74A,Commerce de gros (commerce interentreprises) de quincaillerie,4674A,46.74,Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage,4674,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.74B,Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,4674B,46.74,Commerce de gros de quincaillerie et fournitures pour plomberie et chauffage,4674,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.75Z,Commerce de gros (commerce interentreprises) de produits chimiques,4675Z,46.75,Commerce de gros de produits chimiques,4675,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.76Z,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,4676Z,46.76,Commerce de gros d'autres produits intermédiaires,4676,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.77Z,Commerce de gros (commerce interentreprises) de déchets et débris,4677Z,46.77,Commerce de gros de déchets et débris,4677,46.7,Autres commerces de gros spécialisés,467,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
46.90Z,Commerce de gros (commerce interentreprises) non spécialisé,4690Z,46.90,Commerce de gros non spécialisé,4690,46.9,Commerce de gros non spécialisé,469,46,"Commerce de gros, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.11A,Commerce de détail de produits surgelés,4711A,47.11,Commerce de détail en magasin non spécialisé à prédominance alimentaire,4711,47.1,Commerce de détail en magasin non spécialisé,471,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.11B,Commerce d'alimentation générale,4711B,47.11,Commerce de détail en magasin non spécialisé à prédominance alimentaire,4711,47.1,Commerce de détail en magasin non spécialisé,471,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.11C,Supérettes,4711C,47.11,Commerce de détail en magasin non spécialisé à prédominance alimentaire,4711,47.1,Commerce de détail en magasin non spécialisé,471,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.11D,Supermarchés,4711D,47.11,Commerce de détail en magasin non spécialisé à prédominance alimentaire,4711,47.1,Commerce de détail en magasin non spécialisé,471,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.11E,Magasins multi-commerces,4711E,47.11,Commerce de détail en magasin non spécialisé à prédominance alimentaire,4711,47.1,Commerce de détail en magasin non spécialisé,471,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.11F,Hypermarchés,4711F,47.11,Commerce de détail en magasin non spécialisé à prédominance alimentaire,4711,47.1,Commerce de détail en magasin non spécialisé,471,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.19A,Grands magasins,4719A,47.19,Autre commerce de détail en magasin non spécialisé,4719,47.1,Commerce de détail en magasin non spécialisé,471,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.19B,Autres commerces de détail en magasin non spécialisé,4719B,47.19,Autre commerce de détail en magasin non spécialisé,4719,47.1,Commerce de détail en magasin non spécialisé,471,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.21Z,Commerce de détail de fruits et légumes en magasin spécialisé,4721Z,47.21,Commerce de détail de fruits et légumes en magasin spécialisé,4721,47.2,Commerce de détail alimentaire en magasin spécialisé,472,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.22Z,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,4722Z,47.22,Commerce de détail de viandes et de produits à base de viande en magasin spécialisé,4722,47.2,Commerce de détail alimentaire en magasin spécialisé,472,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.23Z,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé",4723Z,47.23,"Commerce de détail de poissons, crustacés et mollusques en magasin spécialisé",4723,47.2,Commerce de détail alimentaire en magasin spécialisé,472,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.24Z,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé",4724Z,47.24,"Commerce de détail de pain, pâtisserie et confiserie en magasin spécialisé",4724,47.2,Commerce de détail alimentaire en magasin spécialisé,472,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.25Z,Commerce de détail de boissons en magasin spécialisé,4725Z,47.25,Commerce de détail de boissons en magasin spécialisé,4725,47.2,Commerce de détail alimentaire en magasin spécialisé,472,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.26Z,Commerce de détail de produits à base de tabac en magasin spécialisé,4726Z,47.26,Commerce de détail de produits à base de tabac en magasin spécialisé,4726,47.2,Commerce de détail alimentaire en magasin spécialisé,472,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.29Z,Autres commerces de détail alimentaires en magasin spécialisé,4729Z,47.29,Autres commerces de détail alimentaires en magasin spécialisé,4729,47.2,Commerce de détail alimentaire en magasin spécialisé,472,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.30Z,Commerce de détail de carburants en magasin spécialisé,4730Z,47.30,Commerce de détail de carburants en magasin spécialisé,4730,47.3,Commerce de détail de carburants en magasin spécialisé,473,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.41Z,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",4741Z,47.41,"Commerce de détail d'ordinateurs, d'unités périphériques et de logiciels en magasin spécialisé",4741,47.4,Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé,474,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.42Z,Commerce de détail de matériels de télécommunication en magasin spécialisé,4742Z,47.42,Commerce de détail de matériels de télécommunication en magasin spécialisé,4742,47.4,Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé,474,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.43Z,Commerce de détail de matériels audio et vidéo en magasin spécialisé,4743Z,47.43,Commerce de détail de matériels audio/vidéo en magasin spécialisé,4743,47.4,Commerce de détail d'équipements de l'information et de la communication en magasin spécialisé,474,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.51Z,Commerce de détail de textiles en magasin spécialisé,4751Z,47.51,Commerce de détail de textiles en magasin spécialisé,4751,47.5,Commerce de détail d'autres équipements du foyer en magasin spécialisé,475,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.52A,"Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²)",4752A,47.52,"Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé",4752,47.5,Commerce de détail d'autres équipements du foyer en magasin spécialisé,475,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.52B,"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m² et plus)",4752B,47.52,"Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé",4752,47.5,Commerce de détail d'autres équipements du foyer en magasin spécialisé,475,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.53Z,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé",4753Z,47.53,"Commerce de détail de tapis, moquettes et revêtements de murs et de sols en magasin spécialisé",4753,47.5,Commerce de détail d'autres équipements du foyer en magasin spécialisé,475,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.54Z,Commerce de détail d'appareils électroménagers en magasin spécialisé,4754Z,47.54,Commerce de détail d'appareils électroménagers en magasin spécialisé,4754,47.5,Commerce de détail d'autres équipements du foyer en magasin spécialisé,475,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.59A,Commerce de détail de meubles,4759A,47.59,"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé",4759,47.5,Commerce de détail d'autres équipements du foyer en magasin spécialisé,475,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.59B,Commerce de détail d'autres équipements du foyer,4759B,47.59,"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé",4759,47.5,Commerce de détail d'autres équipements du foyer en magasin spécialisé,475,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.61Z,Commerce de détail de livres en magasin spécialisé,4761Z,47.61,Commerce de détail de livres en magasin spécialisé,4761,47.6,Commerce de détail de biens culturels et de loisirs en magasin spécialisé,476,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.62Z,Commerce de détail de journaux et papeterie en magasin spécialisé,4762Z,47.62,Commerce de détail de journaux et papeterie en magasin spécialisé,4762,47.6,Commerce de détail de biens culturels et de loisirs en magasin spécialisé,476,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.63Z,Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé,4763Z,47.63,Commerce de détail d'enregistrements musicaux et vidéo en magasin spécialisé,4763,47.6,Commerce de détail de biens culturels et de loisirs en magasin spécialisé,476,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.64Z,Commerce de détail d'articles de sport en magasin spécialisé,4764Z,47.64,Commerce de détail d'articles de sport en magasin spécialisé,4764,47.6,Commerce de détail de biens culturels et de loisirs en magasin spécialisé,476,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.65Z,Commerce de détail de jeux et jouets en magasin spécialisé,4765Z,47.65,Commerce de détail de jeux et jouets en magasin spécialisé,4765,47.6,Commerce de détail de biens culturels et de loisirs en magasin spécialisé,476,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.71Z,Commerce de détail d'habillement en magasin spécialisé,4771Z,47.71,Commerce de détail d'habillement en magasin spécialisé,4771,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.72A,Commerce de détail de la chaussure,4772A,47.72,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,4772,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.72B,Commerce de détail de maroquinerie et d'articles de voyage,4772B,47.72,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,4772,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.73Z,Commerce de détail de produits pharmaceutiques en magasin spécialisé,4773Z,47.73,Commerce de détail de produits pharmaceutiques en magasin spécialisé,4773,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.74Z,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,4774Z,47.74,Commerce de détail d'articles médicaux et orthopédiques en magasin spécialisé,4774,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.75Z,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,4775Z,47.75,Commerce de détail de parfumerie et de produits de beauté en magasin spécialisé,4775,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.76Z,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",4776Z,47.76,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces animaux en magasin spécialisé",4776,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.77Z,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,4777Z,47.77,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,4777,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.78A,Commerces de détail d'optique,4778A,47.78,Autre commerce de détail de biens neufs en magasin spécialisé,4778,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.78B,Commerces de détail de charbons et combustibles,4778B,47.78,Autre commerce de détail de biens neufs en magasin spécialisé,4778,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.78C,Autres commerces de détail spécialisés divers,4778C,47.78,Autre commerce de détail de biens neufs en magasin spécialisé,4778,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.79Z,Commerce de détail de biens d'occasion en magasin,4779Z,47.79,Commerce de détail de biens d'occasion en magasin,4779,47.7,Autres commerces de détail en magasin spécialisé,477,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.81Z,Commerce de détail alimentaire sur éventaires et marchés,4781Z,47.81,Commerce de détail alimentaire sur éventaires et marchés,4781,47.8,Commerce de détail sur éventaires et marchés,478,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.82Z,"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés",4782Z,47.82,"Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés",4782,47.8,Commerce de détail sur éventaires et marchés,478,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.89Z,Autres commerces de détail sur éventaires et marchés,4789Z,47.89,Autres commerces de détail sur éventaires et marchés,4789,47.8,Commerce de détail sur éventaires et marchés,478,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.91A,Vente à distance sur catalogue général,4791A,47.91,Vente à distance,4791,47.9,"Commerce de détail hors magasin, éventaires ou marchés",479,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.91B,Vente à distance sur catalogue spécialisé,4791B,47.91,Vente à distance,4791,47.9,"Commerce de détail hors magasin, éventaires ou marchés",479,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.99A,Vente à domicile,4799A,47.99,"Autres commerces de détail hors magasin, éventaires ou marchés",4799,47.9,"Commerce de détail hors magasin, éventaires ou marchés",479,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
47.99B,"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.",4799B,47.99,"Autres commerces de détail hors magasin, éventaires ou marchés",4799,47.9,"Commerce de détail hors magasin, éventaires ou marchés",479,47,"Commerce de détail, à l'exception des automobiles et des motocycles",G,Commerce ; réparation d'automobiles et de motocycles
49.10Z,Transport ferroviaire interurbain de voyageurs,4910Z,49.10,Transport ferroviaire interurbain de voyageurs,4910,49.1,Transport ferroviaire interurbain de voyageurs,491,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.20Z,Transports ferroviaires de fret,4920Z,49.20,Transports ferroviaires de fret,4920,49.2,Transports ferroviaires de fret,492,49,Transports terrestres et transport par conduites,H,Transports et entreposage
49.31Z,Transports urbains et suburbains de voyageurs,4931Z,49.31,Transports urbains et suburbains de voyageurs,4931,49.3,Autres transports terrestres de voyageurs,493,49,Transports terrestres et transport par conduites,H,Transports et entreposage
