code_sous_classe,libelle_sous_classe,code_sous_classe_short,code_classe,libelle_classe,code_classe_short,code_groupe,libelle_groupe,code_groupe_short,code_division,libelle_division,code_section,libelle_section
87.30B,Hébergement social pour handicapés physiques,8730B,87.30,Hébergement social pour personnes âgées ou handicapées physiques,8730,87.3,Hébergement social pour personnes âgées ou handicapées physiques,873,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
87.90A,Hébergement social pour enfants en difficultés,8790A,87.90,Autres activités d'hébergement social,8790,87.9,Autres activités d'hébergement social,879,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
87.90B,Hébergement social pour adultes et familles en difficultés et autre hébergement social,8790B,87.90,Autres activités d'hébergement social,8790,87.9,Autres activités d'hébergement social,879,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
88.10A,Aide à domicile,8810A,88.10,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,8810,88.1,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,881,88,Action sociale sans hébergement,Q,Santé humaine et action sociale
88.10B,Accueil ou accompagnement sans hébergement d'adultes handicapés ou de personnes âgées,8810B,88.10,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,8810,88.1,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,881,88,Action sociale sans hébergement,Q,Santé humaine et action sociale
88.10C,Aide par le travail,8810C,88.10,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,8810,88.1,Action sociale sans hébergement pour personnes âgées et pour personnes handicapées,881,88,Action sociale sans hébergement,Q,Santé humaine et action sociale
88.91A,Accueil de jeunes enfants,8891A,88.91,Action sociale sans hébergement pour jeunes enfants,8891,88.9,Autre action sociale sans hébergement,889,88,Action sociale sans hébergement,Q,Santé humaine et action sociale
88.91B,Accueil ou accompagnement sans hébergement d'enfants handicapés,8891B,88.91,Action sociale sans hébergement pour jeunes enfants,8891,88.9,Autre action sociale sans hébergement,889,88,Action sociale sans hébergement,Q,Santé humaine et action sociale
88.99A,Autre accueil ou accompagnement sans hébergement d'enfants et d'adolescents,8899A,88.99,Autre action sociale sans hébergement n.c.a.,8899,88.9,Autre action sociale sans hébergement,889,88,Action sociale sans hébergement,Q,Santé humaine et action sociale
88.99B,Action sociale sans hébergement n.c.a.,8899B,88.99,Autre action sociale sans hébergement n.c.a.,8899,88.9,Autre action sociale sans hébergement,889,88,Action sociale sans hébergement,Q,Santé humaine et action sociale
90.01Z,Arts du spectacle vivant,9001Z,90.01,Arts du spectacle vivant,9001,90.0,"Activités créatives, artistiques et de spectacle",900,90,"Activités créatives, artistiques et de spectacle",R,"Arts, spectacles et activités récréatives"
90.02Z,Activités de soutien au spectacle vivant,9002Z,90.02,Activités de soutien au spectacle vivant,9002,90.0,"Activités créatives, artistiques et de spectacle",900,90,"Activités créatives, artistiques et de spectacle",R,"Arts, spectacles et activités récréatives"
90.03A,Création artistique relevant des arts plastiques,9003A,90.03,Création artistique,9003,90.0,"Activités créatives, artistiques et de spectacle",900,90,"Activités créatives, artistiques et de spectacle",R,"Arts, spectacles et activités récréatives"
90.03B,Autre création artistique,9003B,90.03,Création artistique,9003,90.0,"Activités créatives, artistiques et de spectacle",900,90,"Activités créatives, artistiques et de spectacle",R,"Arts, spectacles et activités récréatives"
90.04Z,Gestion de salles de spectacles,9004Z,90.04,Gestion de salles de spectacles,9004,90.0,"Activités créatives, artistiques et de spectacle",900,90,"Activités créatives, artistiques et de spectacle",R,"Arts, spectacles et activités récréatives"
91.01Z,Gestion des bibliothèques et des archives,9101Z,91.01,Gestion des bibliothèques et des archives,9101,91.0,"Bibliothèques, archives, musées et autres activités culturelles",910,91,"Bibliothèques, archives, musées et autres activités culturelles",R,"Arts, spectacles et activités récréatives"
91.02Z,Gestion des musées,9102Z,91.02,Gestion des musées,9102,91.0,"Bibliothèques, archives, musées et autres activités culturelles",910,91,"Bibliothèques, archives, musées et autres activités culturelles",R,"Arts, spectacles et activités récréatives"
91.03Z,Gestion des sites et monuments historiques et des attractions touristiques similaires,9103Z,91.03,Gestion des sites et monuments historiques et des attractions touristiques similaires,9103,91.0,"Bibliothèques, archives, musées et autres activités culturelles",910,91,"Bibliothèques, archives, musées et autres activités culturelles",R,"Arts, spectacles et activités récréatives"
91.04Z,Gestion des jardins botaniques et zoologiques et des réserves naturelles,9104Z,91.04,Gestion des jardins botaniques et zoologiques et des réserves naturelles,9104,91.0,"Bibliothèques, archives, musées et autres activités culturelles",910,91,"Bibliothèques, archives, musées et autres activités culturelles",R,"Arts, spectacles et activités récréatives"
92.00Z,Organisation de jeux de hasard et d'argent,9200Z,92.00,Organisation de jeux de hasard et d'argent,9200,92.0,Organisation de jeux de hasard et d'argent,920,92,Organisation de jeux de hasard et d'argent,R,"Arts, spectacles et activités récréatives"
93.11Z,Gestion d'installations sportives,9311Z,93.11,Gestion d'installations sportives,9311,93.1,Activités liées au sport,931,93,"Activités sportives, récréatives et de loisirs",R,"Arts, spectacles et activités récréatives"
93.12Z,Activités de clubs de sports,9312Z,93.12,Activités de clubs de sports,9312,93.1,Activités liées au sport,931,93,"Activités sportives, récréatives et de loisirs",R,"Arts, spectacles et activités récréatives"
93.13Z,Activités des centres de culture physique,9313Z,93.13,Activités des centres de culture physique,9313,93.1,Activités liées au sport,931,93,"Activités sportives, récréatives et de loisirs",R,"Arts, spectacles et activités récréatives"
93.19Z,Autres activités liées au sport,9319Z,93.19,Autres activités liées au sport,9319,93.1,Activités liées au sport,931,93,"Activités sportives, récréatives et de loisirs",R,"Arts, spectacles et activités récréatives"
93.21Z,Activités des parcs d'attractions et parcs à thèmes,9321Z,93.21,Activités des parcs d'attractions et parcs à thèmes,9321,93.2,Activités récréatives et de loisirs,932,93,"Activités sportives, récréatives et de loisirs",R,"Arts, spectacles et activités récréatives"
93.29Z,Autres activités récréatives et de loisirs,9329Z,93.29,Autres activités récréatives et de loisirs,9329,93.2,Activités récréatives et de loisirs,932,93,"Activités sportives, récréatives et de loisirs",R,"Arts, spectacles et activités récréatives"
94.11Z,Activités des organisations patronales et consulaires,9411Z,94.11,Activités des organisations patronales et consulaires,9411,94.1,"Activités des organisations économiques, patronales et professionnelles",941,94,Activités des organisations associatives,S,Autres activités de services
94.12Z,Activités des organisations professionnelles,9412Z,94.12,Activités des organisations professionnelles,9412,94.1,"Activités des organisations économiques, patronales et professionnelles",941,94,Activités des organisations associatives,S,Autres activités de services
94.20Z,Activités des syndicats de salariés,9420Z,94.20,Activités des syndicats de salariés,9420,94.2,Activités des syndicats de salariés,942,94,Activités des organisations associatives,S,Autres activités de services
94.91Z,Activités des organisations religieuses,9491Z,94.91,Activités des organisations religieuses,9491,94.9,Activités des autres organisations associatives,949,94,Activités des organisations associatives,S,Autres activités de services
94.92Z,Activités des organisations politiques,9492Z,94.92,Activités des organisations politiques,9492,94.9,Activités des autres organisations associatives,949,94,Activités des organisations associatives,S,Autres activités de services
94.99Z,Autres organisations fonctionnant par adhésion volontaire,9499Z,94.99,Activités des organisations associatives n.c.a.,9499,94.9,Activités des autres organisations associatives,949,94,Activités des organisations associatives,S,Autres activités de services
95.11Z,Réparation d'ordinateurs et d'équipements périphériques,9511Z,95.11,Réparation d'ordinateurs et d'équipements périphériques,9511,95.1,Réparation d'ordinateurs et d'équipements de communication,951,95,Réparation d'ordinateurs et de biens personnels et domestiques,S,Autres activités de services
95.12Z,Réparation d'équipements de communication,9512Z,95.12,Réparation d'équipements de communication,9512,95.1,Réparation d'ordinateurs et d'équipements de communication,951,95,Réparation d'ordinateurs et de biens personnels et domestiques,S,Autres activités de services
95.21Z,Réparation de produits électroniques grand public,9521Z,95.21,Réparation de produits électroniques grand public,9521,95.2,Réparation de biens personnels et domestiques,952,95,Réparation d'ordinateurs et de biens personnels et domestiques,S,Autres activités de services
95.22Z,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,9522Z,95.22,Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin,9522,95.2,Réparation de biens personnels et domestiques,952,95,Réparation d'ordinateurs et de biens personnels et domestiques,S,Autres activités de services
95.23Z,Réparation de chaussures et d'articles en cuir,9523Z,95.23,Réparation de chaussures et d'articles en cuir,9523,95.2,Réparation de biens personnels et domestiques,952,95,Réparation d'ordinateurs et de biens personnels et domestiques,S,Autres activités de services
95.24Z,Réparation de meubles et d'équipements du foyer,9524Z,95.24,Réparation de meubles et d'équipements du foyer,9524,95.2,Réparation de biens personnels et domestiques,952,95,Réparation d'ordinateurs et de biens personnels et domestiques,S,Autres activités de services
