dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,24.00,60845.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-04-07
Reports d'échéances fiscales,92.00,2988643.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,76.00,5012996.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,93.00,297880.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,30.00,255691.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-04-07
Reports d'échéances fiscales,28.00,337826.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,349.00,23523311.00,53,Bretagne,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,4.00,76610.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,365.00,13781398.00,53,Bretagne,F,Construction,2021-04-07
Reports d'échéances fiscales,855.00,30030870.00,53,Bretagne,G,Commerce,2021-04-07
Reports d'échéances fiscales,97.00,4949912.00,53,Bretagne,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,776.00,9600829.00,53,Bretagne,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,70.00,3393921.00,53,Bretagne,J,Information et communication,2021-04-07
Reports d'échéances fiscales,198.00,7139713.00,53,Bretagne,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,293.00,3815521.00,53,Bretagne,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,325.00,5913915.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,134.00,2997080.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,44.00,501744.00,53,Bretagne,P,Enseignement,2021-04-07
Reports d'échéances fiscales,112.00,6171454.00,53,Bretagne,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,66.00,1090669.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,101.00,255188.00,53,Bretagne,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,18.00,418245.00,53,Bretagne,Z,Non connu,2021-04-07
Reports d'échéances fiscales,15.00,529155.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,281.00,12697941.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,4.00,139761.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,226.00,3769910.00,24,Centre-Val de Loire,F,Construction,2021-04-07
Reports d'échéances fiscales,590.00,14009221.00,24,Centre-Val de Loire,G,Commerce,2021-04-07
Reports d'échéances fiscales,103.00,1944054.00,24,Centre-Val de Loire,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,404.00,2437528.00,24,Centre-Val de Loire,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,46.00,929873.00,24,Centre-Val de Loire,J,Information et communication,2021-04-07
Reports d'échéances fiscales,107.00,1785161.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,205.00,1486296.00,24,Centre-Val de Loire,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,182.00,2992252.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,76.00,3556687.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,31.00,164661.00,24,Centre-Val de Loire,P,Enseignement,2021-04-07
Reports d'échéances fiscales,77.00,5168800.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,49.00,1546720.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,82.00,308702.00,24,Centre-Val de Loire,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,34.00,330718.00,24,Centre-Val de Loire,Z,Non connu,2021-04-07
Reports d'échéances fiscales,7.00,43204.00,94,Corse,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,34.00,1012604.00,94,Corse,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,8.00,837421.00,94,Corse,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,76.00,2551164.00,94,Corse,F,Construction,2021-04-07
Reports d'échéances fiscales,181.00,2780878.00,94,Corse,G,Commerce,2021-04-07
Reports d'échéances fiscales,18.00,762115.00,94,Corse,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,165.00,1802765.00,94,Corse,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,8.00,272199.00,94,Corse,J,Information et communication,2021-04-07
Reports d'échéances fiscales,22.00,373574.00,94,Corse,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,63.00,1333561.00,94,Corse,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,55.00,371061.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,26.00,374699.00,94,Corse,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,7.00,10368.00,94,Corse,P,Enseignement,2021-04-07
Reports d'échéances fiscales,23.00,321697.00,94,Corse,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,11.00,992662.00,94,Corse,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,20.00,57062.00,94,Corse,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,10.00,211220.00,94,Corse,Z,Non connu,2021-04-07
Reports d'échéances fiscales,83.00,1976821.00,44,Grand Est,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,601.00,55190543.00,44,Grand Est,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,7.00,57630.00,44,Grand Est,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,17.00,794367.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,640.00,10690466.00,44,Grand Est,F,Construction,2021-04-07
Reports d'échéances fiscales,1490.00,47014964.00,44,Grand Est,G,Commerce,2021-04-07
Reports d'échéances fiscales,158.00,5939384.00,44,Grand Est,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,974.00,9635535.00,44,Grand Est,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,92.00,1346768.00,44,Grand Est,J,Information et communication,2021-04-07
Reports d'échéances fiscales,245.00,6981220.00,44,Grand Est,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,513.00,6250891.00,44,Grand Est,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,463.00,7032882.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,220.00,3853291.00,44,Grand Est,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,91.00,1009384.00,44,Grand Est,P,Enseignement,2021-04-07
Reports d'échéances fiscales,236.00,6565981.00,44,Grand Est,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,129.00,4629610.00,44,Grand Est,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,238.00,888369.00,44,Grand Est,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,43.00,798782.00,44,Grand Est,Z,Non connu,2021-04-07
Reports d'échéances fiscales,13.00,163294.00,01,Guadeloupe,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,10.00,202450.00,01,Guadeloupe,F,Construction,2021-04-07
Reports d'échéances fiscales,40.00,1835557.00,01,Guadeloupe,G,Commerce,2021-04-07
Reports d'échéances fiscales,14.00,55586.00,01,Guadeloupe,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,6.00,1567427.00,01,Guadeloupe,J,Information et communication,2021-04-07
Reports d'échéances fiscales,5.00,10056.00,01,Guadeloupe,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,7.00,603209.00,01,Guadeloupe,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,8.00,78210.00,01,Guadeloupe,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,14.00,149922.00,01,Guadeloupe,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,3.00,50544.00,01,Guadeloupe,P,Enseignement,2021-04-07
Reports d'échéances fiscales,8.00,486352.00,01,Guadeloupe,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,10.00,2735539.00,01,Guadeloupe,Z,Non connu,2021-04-07
Reports d'échéances fiscales,5.00,93383.00,03,Guyane,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,62.00,1803775.00,03,Guyane,G,Commerce,2021-04-07
Reports d'échéances fiscales,6.00,184487.00,03,Guyane,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,7.00,59818.00,03,Guyane,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,3.00,68618.00,03,Guyane,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,7.00,34490.00,03,Guyane,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,5.00,221821.00,03,Guyane,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,7.00,109989.00,03,Guyane,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,7.00,1092961.00,03,Guyane,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,14.00,185850.00,03,Guyane,Z,Non connu,2021-04-07
Reports d'échéances fiscales,20.00,538719.00,32,Hauts-de-France,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,548.00,76138996.00,32,Hauts-de-France,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,23.00,412647.00,32,Hauts-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,23.00,1950830.00,32,Hauts-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,537.00,43969406.00,32,Hauts-de-France,F,Construction,2021-04-07
Reports d'échéances fiscales,1467.00,126953097.00,32,Hauts-de-France,G,Commerce,2021-04-07
Reports d'échéances fiscales,209.00,7597851.00,32,Hauts-de-France,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,980.00,7847632.00,32,Hauts-de-France,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,127.00,6632220.00,32,Hauts-de-France,J,Information et communication,2021-04-07
Reports d'échéances fiscales,239.00,4383246.00,32,Hauts-de-France,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,384.00,5437351.00,32,Hauts-de-France,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,510.00,11774651.00,32,Hauts-de-France,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,229.00,12355114.00,32,Hauts-de-France,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,104.00,756597.00,32,Hauts-de-France,P,Enseignement,2021-04-07
Reports d'échéances fiscales,184.00,5189700.00,32,Hauts-de-France,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,110.00,4418077.00,32,Hauts-de-France,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,352.00,1582534.00,32,Hauts-de-France,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,40.00,561510.00,32,Hauts-de-France,Z,Non connu,2021-04-07
Reports d'échéances fiscales,5.00,5502.00,11,Île-de-France,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,742.00,129102182.00,11,Île-de-France,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,59.00,5314160.00,11,Île-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,13.00,191249.00,11,Île-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,1198.00,38107484.00,11,Île-de-France,F,Construction,2021-04-07
Reports d'échéances fiscales,3011.00,258064407.00,11,Île-de-France,G,Commerce,2021-04-07
Reports d'échéances fiscales,771.00,61517883.00,11,Île-de-France,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,2274.00,47229660.00,11,Île-de-France,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,915.00,175847527.00,11,Île-de-France,J,Information et communication,2021-04-07
Reports d'échéances fiscales,693.00,67851559.00,11,Île-de-France,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,954.00,64165566.00,11,Île-de-France,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,2417.00,127712719.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,852.00,51396553.00,11,Île-de-France,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,270.00,13793247.00,11,Île-de-France,P,Enseignement,2021-04-07
Reports d'échéances fiscales,564.00,14996232.00,11,Île-de-France,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,371.00,12326001.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,662.00,8133770.00,11,Île-de-France,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,4.00,9243.00,11,Île-de-France,X,,2021-04-07
Reports d'échéances fiscales,43.00,3428970.00,11,Île-de-France,Z,Non connu,2021-04-07
Reports d'échéances fiscales,82.00,3041082.00,04,La Réunion,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,82.00,1275054.00,04,La Réunion,F,Construction,2021-04-07
Reports d'échéances fiscales,273.00,7723688.00,04,La Réunion,G,Commerce,2021-04-07
Reports d'échéances fiscales,33.00,499175.00,04,La Réunion,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,74.00,929196.00,04,La Réunion,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,28.00,165630.00,04,La Réunion,J,Information et communication,2021-04-07
Reports d'échéances fiscales,36.00,2304003.00,04,La Réunion,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,81.00,1364866.00,04,La Réunion,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,72.00,1888822.00,04,La Réunion,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,40.00,761432.00,04,La Réunion,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,18.00,102475.00,04,La Réunion,P,Enseignement,2021-04-07
Reports d'échéances fiscales,31.00,1163275.00,04,La Réunion,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,9.00,1757698.00,04,La Réunion,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,21.00,38712.00,04,La Réunion,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,4.00,592509.00,04,La Réunion,Z,Non connu,2021-04-07
Reports d'échéances fiscales,24.00,631629.00,02,Martinique,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,3.00,351750.00,02,Martinique,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,17.00,211197.00,02,Martinique,F,Construction,2021-04-07
Reports d'échéances fiscales,70.00,3293188.00,02,Martinique,G,Commerce,2021-04-07
Reports d'échéances fiscales,14.00,2519924.00,02,Martinique,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,27.00,261710.00,02,Martinique,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,9.00,25429.00,02,Martinique,J,Information et communication,2021-04-07
Reports d'échéances fiscales,9.00,528072.00,02,Martinique,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,21.00,518147.00,02,Martinique,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,23.00,120782.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,20.00,321361.00,02,Martinique,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,9.00,363149.00,02,Martinique,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,10.00,188684.00,02,Martinique,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,23.00,154266.00,02,Martinique,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,4.00,47853.00,02,Martinique,Z,Non connu,2021-04-07
Reports d'échéances fiscales,10.00,193107.00,06,Mayotte,G,Commerce,2021-04-07
Reports d'échéances fiscales,3.00,16009.00,06,Mayotte,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,3.00,32875.00,06,Mayotte,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,6.00,56640.00,06,Mayotte,Z,Non connu,2021-04-07
Reports d'échéances fiscales,17.00,273214.00,28,Normandie,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,290.00,17754006.00,28,Normandie,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,4.00,82206.00,28,Normandie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,317.00,7008810.00,28,Normandie,F,Construction,2021-04-07
Reports d'échéances fiscales,794.00,17234215.00,28,Normandie,G,Commerce,2021-04-07
Reports d'échéances fiscales,123.00,4289938.00,28,Normandie,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,511.00,4900912.00,28,Normandie,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,44.00,409520.00,28,Normandie,J,Information et communication,2021-04-07
Reports d'échéances fiscales,120.00,2492247.00,28,Normandie,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,241.00,2638883.00,28,Normandie,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,292.00,4561693.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,108.00,5393298.00,28,Normandie,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,45.00,507095.00,28,Normandie,P,Enseignement,2021-04-07
Reports d'échéances fiscales,122.00,2138399.00,28,Normandie,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,96.00,2073894.00,28,Normandie,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,98.00,949200.00,28,Normandie,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,25.00,602687.00,28,Normandie,Z,Non connu,2021-04-07
Reports d'échéances fiscales,126.00,6031692.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,13.00,4485374.00,75,Nouvelle-Aquitaine,B,Industries extractives,2021-04-07
Reports d'échéances fiscales,756.00,51704283.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,9.00,40242.00,75,Nouvelle-Aquitaine,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,22.00,1434691.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,756.00,20720034.00,75,Nouvelle-Aquitaine,F,Construction,2021-04-07
Reports d'échéances fiscales,1954.00,44720321.00,75,Nouvelle-Aquitaine,G,Commerce,2021-04-07
Reports d'échéances fiscales,203.00,7380721.00,75,Nouvelle-Aquitaine,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,1464.00,12575077.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,125.00,8599673.00,75,Nouvelle-Aquitaine,J,Information et communication,2021-04-07
Reports d'échéances fiscales,342.00,7664380.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,666.00,7584726.00,75,Nouvelle-Aquitaine,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,669.00,9247243.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,345.00,5990035.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,115.00,903750.00,75,Nouvelle-Aquitaine,P,Enseignement,2021-04-07
Reports d'échéances fiscales,232.00,12186998.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,164.00,2265770.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,309.00,1324080.00,75,Nouvelle-Aquitaine,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,52.00,2538143.00,75,Nouvelle-Aquitaine,Z,Non connu,2021-04-07
Reports d'échéances fiscales,67.00,1144764.00,76,Occitanie,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,4.00,553419.00,76,Occitanie,B,Industries extractives,2021-04-07
Reports d'échéances fiscales,521.00,36624033.00,76,Occitanie,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,15.00,800078.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,15.00,379103.00,76,Occitanie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,694.00,22676660.00,76,Occitanie,F,Construction,2021-04-07
Reports d'échéances fiscales,1767.00,45223371.00,76,Occitanie,G,Commerce,2021-04-07
Reports d'échéances fiscales,213.00,7732299.00,76,Occitanie,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,1246.00,12008675.00,76,Occitanie,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,148.00,3038204.00,76,Occitanie,J,Information et communication,2021-04-07
Reports d'échéances fiscales,238.00,15453466.00,76,Occitanie,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,577.00,10277179.00,76,Occitanie,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,559.00,11237659.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,288.00,8849715.00,76,Occitanie,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,84.00,735018.00,76,Occitanie,P,Enseignement,2021-04-07
Reports d'échéances fiscales,192.00,6476949.00,76,Occitanie,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,167.00,4022076.00,76,Occitanie,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,329.00,1921882.00,76,Occitanie,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,78.00,764677.00,76,Occitanie,Z,Non connu,2021-04-07
Reports d'échéances fiscales,26.00,594579.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,4.00,179921.00,52,Pays de la Loire,B,Industries extractives,2021-04-07
Reports d'échéances fiscales,522.00,38182869.00,52,Pays de la Loire,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,3.00,39918.00,52,Pays de la Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,7.00,108955.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,462.00,8381050.00,52,Pays de la Loire,F,Construction,2021-04-07
