dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,437.00,63453251.00,32,Hauts-de-France,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,32.00,615548.00,32,Hauts-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-07-16
Reports d'échéances fiscales,18.00,1797298.00,32,Hauts-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-16
Reports d'échéances fiscales,461.00,34740001.00,32,Hauts-de-France,F,Construction,2020-07-16
Reports d'échéances fiscales,1123.00,122465677.00,32,Hauts-de-France,G,Commerce,2020-07-16
Reports d'échéances fiscales,164.00,7045125.00,32,Hauts-de-France,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,607.00,5758542.00,32,Hauts-de-France,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,120.00,5949839.00,32,Hauts-de-France,J,Information et communication,2020-07-16
Reports d'échéances fiscales,213.00,4230376.00,32,Hauts-de-France,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,344.00,4966343.00,32,Hauts-de-France,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,444.00,10989728.00,32,Hauts-de-France,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,192.00,9473146.00,32,Hauts-de-France,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,77.00,590720.00,32,Hauts-de-France,P,Enseignement,2020-07-16
Reports d'échéances fiscales,174.00,5012976.00,32,Hauts-de-France,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,62.00,2994670.00,32,Hauts-de-France,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,187.00,1035391.00,32,Hauts-de-France,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,33.00,461424.00,32,Hauts-de-France,Z,Non connu,2020-07-16
Reports d'échéances fiscales,494.00,103227367.00,11,Île-de-France,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,58.00,5312748.00,11,Île-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-07-16
Reports d'échéances fiscales,13.00,396986.00,11,Île-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-16
Reports d'échéances fiscales,818.00,31239469.00,11,Île-de-France,F,Construction,2020-07-16
Reports d'échéances fiscales,1932.00,242198396.00,11,Île-de-France,G,Commerce,2020-07-16
Reports d'échéances fiscales,364.00,49635752.00,11,Île-de-France,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,1105.00,28432174.00,11,Île-de-France,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,710.00,127611468.00,11,Île-de-France,J,Information et communication,2020-07-16
Reports d'échéances fiscales,595.00,64962390.00,11,Île-de-France,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,775.00,60212617.00,11,Île-de-France,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,1946.00,116747409.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,562.00,43003800.00,11,Île-de-France,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,191.00,13054468.00,11,Île-de-France,P,Enseignement,2020-07-16
Reports d'échéances fiscales,526.00,14349509.00,11,Île-de-France,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,157.00,5380256.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,293.00,6224797.00,11,Île-de-France,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,84.00,5719580.00,11,Île-de-France,Z,Non connu,2020-07-16
Reports d'échéances fiscales,67.00,2866755.00,04,La Réunion,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,55.00,1209105.00,04,La Réunion,F,Construction,2020-07-16
Reports d'échéances fiscales,206.00,7374850.00,04,La Réunion,G,Commerce,2020-07-16
Reports d'échéances fiscales,26.00,394736.00,04,La Réunion,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,47.00,675899.00,04,La Réunion,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,23.00,162962.00,04,La Réunion,J,Information et communication,2020-07-16
Reports d'échéances fiscales,31.00,2272199.00,04,La Réunion,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,69.00,1236619.00,04,La Réunion,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,57.00,1786626.00,04,La Réunion,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,29.00,401394.00,04,La Réunion,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,16.00,93797.00,04,La Réunion,P,Enseignement,2020-07-16
Reports d'échéances fiscales,27.00,1123089.00,04,La Réunion,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,6.00,1748568.00,04,La Réunion,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,11.00,24127.00,04,La Réunion,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,3.00,532509.00,04,La Réunion,Z,Non connu,2020-07-16
Reports d'échéances fiscales,10.00,538105.00,02,Martinique,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,13.00,207255.00,02,Martinique,F,Construction,2020-07-16
Reports d'échéances fiscales,49.00,3220941.00,02,Martinique,G,Commerce,2020-07-16
Reports d'échéances fiscales,9.00,2018537.00,02,Martinique,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,8.00,34043.00,02,Martinique,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,8.00,504316.00,02,Martinique,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,16.00,481944.00,02,Martinique,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,12.00,104984.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,6.00,310517.00,02,Martinique,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,7.00,358224.00,02,Martinique,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,4.00,242076.00,02,Martinique,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,14.00,135900.00,02,Martinique,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,7.00,397050.00,02,Martinique,Z,Non connu,2020-07-16
Reports d'échéances fiscales,10.00,129707.00,06,Mayotte,G,Commerce,2020-07-16
Reports d'échéances fiscales,3.00,16009.00,06,Mayotte,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,3.00,32875.00,06,Mayotte,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,6.00,56640.00,06,Mayotte,Z,Non connu,2020-07-16
Reports d'échéances fiscales,15.00,229308.00,28,Normandie,A,"Agriculture, sylviculture et pêche",2020-07-16
Reports d'échéances fiscales,248.00,13657866.00,28,Normandie,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,282.00,6332263.00,28,Normandie,F,Construction,2020-07-16
Reports d'échéances fiscales,642.00,15633305.00,28,Normandie,G,Commerce,2020-07-16
Reports d'échéances fiscales,114.00,4033013.00,28,Normandie,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,367.00,3326752.00,28,Normandie,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,32.00,405605.00,28,Normandie,J,Information et communication,2020-07-16
Reports d'échéances fiscales,109.00,2437986.00,28,Normandie,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,219.00,2442761.00,28,Normandie,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,263.00,3970112.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,87.00,5283447.00,28,Normandie,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,35.00,420042.00,28,Normandie,P,Enseignement,2020-07-16
Reports d'échéances fiscales,119.00,2141016.00,28,Normandie,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,60.00,1701633.00,28,Normandie,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,67.00,212363.00,28,Normandie,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,26.00,507022.00,28,Normandie,Z,Non connu,2020-07-16
Reports d'échéances fiscales,122.00,5963925.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche",2020-07-16
Reports d'échéances fiscales,9.00,4256951.00,75,Nouvelle-Aquitaine,B,Industries extractives,2020-07-16
Reports d'échéances fiscales,609.00,40914301.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,9.00,67858.00,75,Nouvelle-Aquitaine,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-07-16
Reports d'échéances fiscales,13.00,288821.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-16
Reports d'échéances fiscales,647.00,20144461.00,75,Nouvelle-Aquitaine,F,Construction,2020-07-16
Reports d'échéances fiscales,1540.00,42464943.00,75,Nouvelle-Aquitaine,G,Commerce,2020-07-16
Reports d'échéances fiscales,172.00,6577180.00,75,Nouvelle-Aquitaine,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,951.00,8909514.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,89.00,5782275.00,75,Nouvelle-Aquitaine,J,Information et communication,2020-07-16
Reports d'échéances fiscales,292.00,7174726.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,574.00,6225109.00,75,Nouvelle-Aquitaine,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,554.00,8437516.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,278.00,5822090.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,87.00,857787.00,75,Nouvelle-Aquitaine,P,Enseignement,2020-07-16
Reports d'échéances fiscales,222.00,12096216.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,94.00,1799003.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,203.00,828876.00,75,Nouvelle-Aquitaine,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,57.00,3583258.00,75,Nouvelle-Aquitaine,Z,Non connu,2020-07-16
Reports d'échéances fiscales,58.00,1037809.00,76,Occitanie,A,"Agriculture, sylviculture et pêche",2020-07-16
Reports d'échéances fiscales,4.00,553419.00,76,Occitanie,B,Industries extractives,2020-07-16
Reports d'échéances fiscales,393.00,23133276.00,76,Occitanie,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,14.00,797304.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-07-16
Reports d'échéances fiscales,542.00,21513198.00,76,Occitanie,F,Construction,2020-07-16
Reports d'échéances fiscales,1274.00,36516211.00,76,Occitanie,G,Commerce,2020-07-16
Reports d'échéances fiscales,166.00,6853362.00,76,Occitanie,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,787.00,8410638.00,76,Occitanie,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,110.00,2650014.00,76,Occitanie,J,Information et communication,2020-07-16
Reports d'échéances fiscales,214.00,14866638.00,76,Occitanie,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,495.00,9384108.00,76,Occitanie,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,440.00,10167953.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,229.00,7017621.00,76,Occitanie,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,58.00,311324.00,76,Occitanie,P,Enseignement,2020-07-16
Reports d'échéances fiscales,181.00,6383621.00,76,Occitanie,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,98.00,3627951.00,76,Occitanie,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,230.00,1309143.00,76,Occitanie,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,85.00,1046053.00,76,Occitanie,Z,Non connu,2020-07-16
Reports d'échéances fiscales,25.00,585216.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche",2020-07-16
Reports d'échéances fiscales,4.00,179921.00,52,Pays de la Loire,B,Industries extractives,2020-07-16
Reports d'échéances fiscales,470.00,36685014.00,52,Pays de la Loire,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,3.00,39918.00,52,Pays de la Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-07-16
Reports d'échéances fiscales,3.00,68970.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-16
Reports d'échéances fiscales,431.00,8102962.00,52,Pays de la Loire,F,Construction,2020-07-16
Reports d'échéances fiscales,894.00,29277136.00,52,Pays de la Loire,G,Commerce,2020-07-16
Reports d'échéances fiscales,129.00,3355452.00,52,Pays de la Loire,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,548.00,5388402.00,52,Pays de la Loire,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,83.00,3451351.00,52,Pays de la Loire,J,Information et communication,2020-07-16
Reports d'échéances fiscales,224.00,7168906.00,52,Pays de la Loire,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,348.00,4006003.00,52,Pays de la Loire,L,Activités immobilières,2020-07-16
