dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section
Prêts garantis par l'Etat,743.00,68104852.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,4.00,944500.00,27,Bourgogne-Franche-Comté,B,Industries extractives
Prêts garantis par l'Etat,1623.00,628505858.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière
Prêts garantis par l'Etat,19.00,2883250.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2331.00,253670910.00,27,Bourgogne-Franche-Comté,F,Construction
Prêts garantis par l'Etat,4554.00,614674739.00,27,Bourgogne-Franche-Comté,G,Commerce
Prêts garantis par l'Etat,382.00,60489323.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage
Prêts garantis par l'Etat,2683.00,167516318.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration
Prêts garantis par l'Etat,193.00,26717069.00,27,Bourgogne-Franche-Comté,J,Information et communication
Prêts garantis par l'Etat,236.00,125453771.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance
Prêts garantis par l'Etat,315.00,24069705.00,27,Bourgogne-Franche-Comté,L,Activités immobilières
Prêts garantis par l'Etat,1035.00,150145143.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,445.00,51625370.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,279.00,18427590.00,27,Bourgogne-Franche-Comté,P,Enseignement
Prêts garantis par l'Etat,1139.00,62128944.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,293.00,28119993.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1275.00,31160697.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Prêts garantis par l'Etat,143.00,15744140.00,27,Bourgogne-Franche-Comté,Z,Non connu
Prêts garantis par l'Etat,287.00,24315238.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,1360.00,422317884.00,53,Bretagne,C,Industrie manufacturière
Prêts garantis par l'Etat,15.00,7952000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2303.00,278128359.00,53,Bretagne,F,Construction
Prêts garantis par l'Etat,4700.00,738345082.00,53,Bretagne,G,Commerce
Prêts garantis par l'Etat,341.00,64091959.00,53,Bretagne,H,Transports et entreposage
Prêts garantis par l'Etat,3687.00,235124206.00,53,Bretagne,I,Hébergement et restauration
Prêts garantis par l'Etat,228.00,59018866.00,53,Bretagne,J,Information et communication
Prêts garantis par l'Etat,260.00,569528911.00,53,Bretagne,K,Activités financières et d'assurance
Prêts garantis par l'Etat,331.00,41468722.00,53,Bretagne,L,Activités immobilières
Prêts garantis par l'Etat,1072.00,175242035.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,505.00,322611254.00,53,Bretagne,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,292.00,14340156.00,53,Bretagne,P,Enseignement
Prêts garantis par l'Etat,1302.00,61918150.00,53,Bretagne,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,301.00,39945374.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1371.00,51574195.00,53,Bretagne,S,Autres activités de services
Prêts garantis par l'Etat,159.00,12927515.00,53,Bretagne,Z,Non connu
Prêts garantis par l'Etat,493.00,36745237.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,1180.00,455816827.00,24,Centre-Val de Loire,C,Industrie manufacturière
Prêts garantis par l'Etat,3.00,1150000.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2138.00,233991737.00,24,Centre-Val de Loire,F,Construction
Prêts garantis par l'Etat,3333.00,513754816.00,24,Centre-Val de Loire,G,Commerce
Prêts garantis par l'Etat,354.00,50558388.00,24,Centre-Val de Loire,H,Transports et entreposage
Prêts garantis par l'Etat,2048.00,121382988.00,24,Centre-Val de Loire,I,Hébergement et restauration
Prêts garantis par l'Etat,178.00,36434923.00,24,Centre-Val de Loire,J,Information et communication
Prêts garantis par l'Etat,202.00,120557981.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Prêts garantis par l'Etat,243.00,13587544.00,24,Centre-Val de Loire,L,Activités immobilières
Prêts garantis par l'Etat,869.00,123293224.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,433.00,57755579.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,242.00,13309451.00,24,Centre-Val de Loire,P,Enseignement
Prêts garantis par l'Etat,937.00,60838705.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,293.00,37325468.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1093.00,24081249.00,24,Centre-Val de Loire,S,Autres activités de services
Prêts garantis par l'Etat,132.00,26905850.00,24,Centre-Val de Loire,Z,Non connu
Prêts garantis par l'Etat,125.00,12607213.00,94,Corse,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,241.00,47697003.00,94,Corse,C,Industrie manufacturière
Prêts garantis par l'Etat,12.00,5564141.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,614.00,85475083.00,94,Corse,F,Construction
Prêts garantis par l'Etat,1085.00,225867481.00,94,Corse,G,Commerce
Prêts garantis par l'Etat,105.00,49798655.00,94,Corse,H,Transports et entreposage
Prêts garantis par l'Etat,910.00,100457501.00,94,Corse,I,Hébergement et restauration
Prêts garantis par l'Etat,52.00,4960650.00,94,Corse,J,Information et communication
Prêts garantis par l'Etat,44.00,13542675.00,94,Corse,K,Activités financières et d'assurance
Prêts garantis par l'Etat,114.00,9616481.00,94,Corse,L,Activités immobilières
Prêts garantis par l'Etat,234.00,25329375.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,166.00,24019990.00,94,Corse,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,39.00,1947300.00,94,Corse,P,Enseignement
Prêts garantis par l'Etat,178.00,21535443.00,94,Corse,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,68.00,5750026.00,94,Corse,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,184.00,8482881.00,94,Corse,S,Autres activités de services
Prêts garantis par l'Etat,12.00,943000.00,94,Corse,Z,Non connu
Prêts garantis par l'Etat,875.00,90331202.00,44,Grand Est,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,15969000.00,44,Grand Est,B,Industries extractives
Prêts garantis par l'Etat,2555.00,1183546331.00,44,Grand Est,C,Industrie manufacturière
Prêts garantis par l'Etat,50.00,11050210.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,4590.00,649583862.00,44,Grand Est,F,Construction
Prêts garantis par l'Etat,7636.00,1453387081.00,44,Grand Est,G,Commerce
Prêts garantis par l'Etat,712.00,179853168.00,44,Grand Est,H,Transports et entreposage
Prêts garantis par l'Etat,4678.00,385447543.00,44,Grand Est,I,Hébergement et restauration
Prêts garantis par l'Etat,394.00,66946012.00,44,Grand Est,J,Information et communication
Prêts garantis par l'Etat,519.00,486502471.00,44,Grand Est,K,Activités financières et d'assurance
Prêts garantis par l'Etat,582.00,88225646.00,44,Grand Est,L,Activités immobilières
Prêts garantis par l'Etat,2136.00,299036101.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,854.00,132993037.00,44,Grand Est,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,546.00,38372921.00,44,Grand Est,P,Enseignement
Prêts garantis par l'Etat,2254.00,183019313.00,44,Grand Est,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,441.00,55807348.00,44,Grand Est,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,2215.00,70867514.00,44,Grand Est,S,Autres activités de services
Prêts garantis par l'Etat,156.00,23710496.00,44,Grand Est,Z,Non connu
Prêts garantis par l'Etat,39.00,2884000.00,01,Guadeloupe,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,208.00,33417092.00,01,Guadeloupe,C,Industrie manufacturière
Prêts garantis par l'Etat,4.00,435000.00,01,Guadeloupe,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,12.00,5690306.00,01,Guadeloupe,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,205.00,38372014.00,01,Guadeloupe,F,Construction
Prêts garantis par l'Etat,664.00,182514684.00,01,Guadeloupe,G,Commerce
Prêts garantis par l'Etat,78.00,25311931.00,01,Guadeloupe,H,Transports et entreposage
Prêts garantis par l'Etat,249.00,36704606.00,01,Guadeloupe,I,Hébergement et restauration
Prêts garantis par l'Etat,46.00,5272332.00,01,Guadeloupe,J,Information et communication
Prêts garantis par l'Etat,22.00,9118689.00,01,Guadeloupe,K,Activités financières et d'assurance
Prêts garantis par l'Etat,41.00,4178490.00,01,Guadeloupe,L,Activités immobilières
Prêts garantis par l'Etat,173.00,26893780.00,01,Guadeloupe,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,150.00,20664841.00,01,Guadeloupe,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,28.00,2082430.00,01,Guadeloupe,P,Enseignement
Prêts garantis par l'Etat,139.00,10746758.00,01,Guadeloupe,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,35.00,2627135.00,01,Guadeloupe,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,59.00,2533930.00,01,Guadeloupe,S,Autres activités de services
Prêts garantis par l'Etat,3.00,1170398.00,01,Guadeloupe,Z,Non connu
Prêts garantis par l'Etat,35.00,8739506.00,03,Guyane,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,182.00,22399076.00,03,Guyane,C,Industrie manufacturière
Prêts garantis par l'Etat,5.00,2131959.00,03,Guyane,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,7.00,1247000.00,03,Guyane,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,171.00,26096873.00,03,Guyane,F,Construction
Prêts garantis par l'Etat,557.00,136780628.00,03,Guyane,G,Commerce
Prêts garantis par l'Etat,82.00,26813853.00,03,Guyane,H,Transports et entreposage
Prêts garantis par l'Etat,180.00,16225534.00,03,Guyane,I,Hébergement et restauration
Prêts garantis par l'Etat,34.00,4283155.00,03,Guyane,J,Information et communication
Prêts garantis par l'Etat,46.00,76374492.00,03,Guyane,K,Activités financières et d'assurance
Prêts garantis par l'Etat,26.00,1954701.00,03,Guyane,L,Activités immobilières
Prêts garantis par l'Etat,166.00,25891168.00,03,Guyane,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,114.00,16823575.00,03,Guyane,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,28.00,905868.00,03,Guyane,P,Enseignement
Prêts garantis par l'Etat,152.00,12156449.00,03,Guyane,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,35.00,4914909.00,03,Guyane,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,96.00,4721844.00,03,Guyane,S,Autres activités de services
Prêts garantis par l'Etat,359.00,32176770.00,32,Hauts-de-France,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,1848.00,642634865.00,32,Hauts-de-France,C,Industrie manufacturière
Prêts garantis par l'Etat,3.00,966877.00,32,Hauts-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,54.00,20575377.00,32,Hauts-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,3776.00,665315301.00,32,Hauts-de-France,F,Construction
Prêts garantis par l'Etat,6364.00,1783880115.00,32,Hauts-de-France,G,Commerce
Prêts garantis par l'Etat,785.00,223072227.00,32,Hauts-de-France,H,Transports et entreposage
Prêts garantis par l'Etat,4116.00,297592404.00,32,Hauts-de-France,I,Hébergement et restauration
Prêts garantis par l'Etat,444.00,91126187.00,32,Hauts-de-France,J,Information et communication
Prêts garantis par l'Etat,383.00,503972894.00,32,Hauts-de-France,K,Activités financières et d'assurance
Prêts garantis par l'Etat,527.00,53875037.00,32,Hauts-de-France,L,Activités immobilières
Prêts garantis par l'Etat,2082.00,286067067.00,32,Hauts-de-France,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,777.00,122805116.00,32,Hauts-de-France,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,556.00,41844265.00,32,Hauts-de-France,P,Enseignement
Prêts garantis par l'Etat,2187.00,135325287.00,32,Hauts-de-France,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,490.00,49517842.00,32,Hauts-de-France,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1970.00,59558945.00,32,Hauts-de-France,S,Autres activités de services
Prêts garantis par l'Etat,142.00,15325398.00,32,Hauts-de-France,Z,Non connu
Prêts garantis par l'Etat,103.00,9444502.00,04,La Réunion,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,2300000.00,04,La Réunion,B,Industries extractives
Prêts garantis par l'Etat,425.00,67901177.00,04,La Réunion,C,Industrie manufacturière
Prêts garantis par l'Etat,3.00,253343.00,04,La Réunion,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,17.00,3867000.00,04,La Réunion,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,648.00,76732714.00,04,La Réunion,F,Construction
Prêts garantis par l'Etat,1270.00,266749956.00,04,La Réunion,G,Commerce
Prêts garantis par l'Etat,160.00,88849344.00,04,La Réunion,H,Transports et entreposage
Prêts garantis par l'Etat,444.00,37372452.00,04,La Réunion,I,Hébergement et restauration
Prêts garantis par l'Etat,59.00,8978926.00,04,La Réunion,J,Information et communication
Prêts garantis par l'Etat,59.00,16238485.00,04,La Réunion,K,Activités financières et d'assurance
Prêts garantis par l'Etat,59.00,3653673.00,04,La Réunion,L,Activités immobilières
Prêts garantis par l'Etat,292.00,93991286.00,04,La Réunion,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,183.00,23844244.00,04,La Réunion,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,91.00,8120852.00,04,La Réunion,P,Enseignement
Prêts garantis par l'Etat,341.00,25345055.00,04,La Réunion,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,72.00,6071307.00,04,La Réunion,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,257.00,8704921.00,04,La Réunion,S,Autres activités de services
Prêts garantis par l'Etat,4.00,287500.00,04,La Réunion,Z,Non connu
Prêts garantis par l'Etat,13.00,1043500.00,02,Martinique,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,48.00,10107861.00,02,Martinique,C,Industrie manufacturière
Prêts garantis par l'Etat,53.00,9348370.00,02,Martinique,F,Construction
Prêts garantis par l'Etat,130.00,37795079.00,02,Martinique,G,Commerce
Prêts garantis par l'Etat,21.00,19793000.00,02,Martinique,H,Transports et entreposage
Prêts garantis par l'Etat,39.00,2943500.00,02,Martinique,I,Hébergement et restauration
Prêts garantis par l'Etat,10.00,1812000.00,02,Martinique,J,Information et communication
Prêts garantis par l'Etat,8.00,922000.00,02,Martinique,K,Activités financières et d'assurance
Prêts garantis par l'Etat,9.00,2641349.00,02,Martinique,L,Activités immobilières
Prêts garantis par l'Etat,53.00,5344100.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,33.00,4861539.00,02,Martinique,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,14.00,1462200.00,02,Martinique,P,Enseignement
Prêts garantis par l'Etat,38.00,3037449.00,02,Martinique,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,9.00,937000.00,02,Martinique,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,20.00,707400.00,02,Martinique,S,Autres activités de services
Prêts garantis par l'Etat,4.00,579000.00,06,Mayotte,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,25.00,5629285.00,06,Mayotte,C,Industrie manufacturière
Prêts garantis par l'Etat,3.00,741714.00,06,Mayotte,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,49.00,7583678.00,06,Mayotte,F,Construction
Prêts garantis par l'Etat,95.00,28420860.00,06,Mayotte,G,Commerce
Prêts garantis par l'Etat,18.00,2411300.00,06,Mayotte,H,Transports et entreposage
Prêts garantis par l'Etat,13.00,1726272.00,06,Mayotte,I,Hébergement et restauration
Prêts garantis par l'Etat,4.00,388654.00,06,Mayotte,J,Information et communication
Prêts garantis par l'Etat,27.00,1938712.00,06,Mayotte,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,23.00,3339034.00,06,Mayotte,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,14.00,974000.00,06,Mayotte,P,Enseignement
Prêts garantis par l'Etat,13.00,1129424.00,06,Mayotte,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,5.00,274000.00,06,Mayotte,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,8.00,474000.00,06,Mayotte,S,Autres activités de services
Prêts garantis par l'Etat,9.00,537750.00,06,Mayotte,Z,Non connu
Prêts garantis par l'Etat,376.00,26079508.00,28,Normandie,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,1196.00,407783722.00,28,Normandie,C,Industrie manufacturière
Prêts garantis par l'Etat,33.00,11402000.00,28,Normandie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2156.00,263284985.00,28,Normandie,F,Construction
Prêts garantis par l'Etat,4235.00,699571893.00,28,Normandie,G,Commerce
Prêts garantis par l'Etat,376.00,140709796.00,28,Normandie,H,Transports et entreposage
Prêts garantis par l'Etat,2882.00,190208940.00,28,Normandie,I,Hébergement et restauration
Prêts garantis par l'Etat,201.00,24319714.00,28,Normandie,J,Information et communication
Prêts garantis par l'Etat,233.00,164965960.00,28,Normandie,K,Activités financières et d'assurance
Prêts garantis par l'Etat,326.00,26462962.00,28,Normandie,L,Activités immobilières
Prêts garantis par l'Etat,1029.00,121104023.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,446.00,47386688.00,28,Normandie,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,308.00,19176640.00,28,Normandie,P,Enseignement
Prêts garantis par l'Etat,959.00,65022439.00,28,Normandie,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,323.00,29152866.00,28,Normandie,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1317.00,29414738.00,28,Normandie,S,Autres activités de services
Prêts garantis par l'Etat,92.00,5420245.00,28,Normandie,Z,Non connu
Prêts garantis par l'Etat,2588.00,264429266.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,7.00,2471000.00,75,Nouvelle-Aquitaine,B,Industries extractives
Prêts garantis par l'Etat,3467.00,1119651679.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière
Prêts garantis par l'Etat,10.00,1831000.00,75,Nouvelle-Aquitaine,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,69.00,22014191.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,6590.00,741558409.00,75,Nouvelle-Aquitaine,F,Construction
Prêts garantis par l'Etat,11546.00,1938768656.00,75,Nouvelle-Aquitaine,G,Commerce
Prêts garantis par l'Etat,988.00,165892017.00,75,Nouvelle-Aquitaine,H,Transports et entreposage
Prêts garantis par l'Etat,7170.00,570821975.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration
Prêts garantis par l'Etat,601.00,84921586.00,75,Nouvelle-Aquitaine,J,Information et communication
Prêts garantis par l'Etat,779.00,359590420.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance
Prêts garantis par l'Etat,1148.00,88332642.00,75,Nouvelle-Aquitaine,L,Activités immobilières
Prêts garantis par l'Etat,3126.00,579367479.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,1406.00,157228090.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,790.00,49812311.00,75,Nouvelle-Aquitaine,P,Enseignement
Prêts garantis par l'Etat,3331.00,186317768.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,824.00,63027623.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,3264.00,84670060.00,75,Nouvelle-Aquitaine,S,Autres activités de services
Prêts garantis par l'Etat,253.00,68931351.00,75,Nouvelle-Aquitaine,Z,Non connu
Prêts garantis par l'Etat,1568.00,118343357.00,76,Occitanie,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,19.00,2690082.00,76,Occitanie,B,Industries extractives
Prêts garantis par l'Etat,3030.00,969843359.00,76,Occitanie,C,Industrie manufacturière
Prêts garantis par l'Etat,15.00,4737300.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,80.00,25601403.00,76,Occitanie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,6140.00,694535359.00,76,Occitanie,F,Construction
Prêts garantis par l'Etat,11482.00,1873024492.00,76,Occitanie,G,Commerce
Prêts garantis par l'Etat,973.00,142849810.00,76,Occitanie,H,Transports et entreposage
Prêts garantis par l'Etat,7388.00,518033662.00,76,Occitanie,I,Hébergement et restauration
Prêts garantis par l'Etat,702.00,158273479.00,76,Occitanie,J,Information et communication
Prêts garantis par l'Etat,714.00,509628673.00,76,Occitanie,K,Activités financières et d'assurance
Prêts garantis par l'Etat,1109.00,101990936.00,76,Occitanie,L,Activités immobilières
Prêts garantis par l'Etat,3610.00,540821970.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,1359.00,203036451.00,76,Occitanie,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,789.00,39700575.00,76,Occitanie,P,Enseignement
Prêts garantis par l'Etat,3402.00,214915648.00,76,Occitanie,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,803.00,77059897.00,76,Occitanie,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,2934.00,79409145.00,76,Occitanie,S,Autres activités de services
Prêts garantis par l'Etat,294.00,25816220.00,76,Occitanie,Z,Non connu
Prêts garantis par l'Etat,556.00,56976402.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,9286000.00,52,Pays de la Loire,B,Industries extractives
Prêts garantis par l'Etat,1586.00,660477739.00,52,Pays de la Loire,C,Industrie manufacturière
Prêts garantis par l'Etat,34.00,7234800.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2543.00,318919368.00,52,Pays de la Loire,F,Construction
Prêts garantis par l'Etat,4627.00,760443950.00,52,Pays de la Loire,G,Commerce
Prêts garantis par l'Etat,310.00,54045737.00,52,Pays de la Loire,H,Transports et entreposage
Prêts garantis par l'Etat,3051.00,204495078.00,52,Pays de la Loire,I,Hébergement et restauration
Prêts garantis par l'Etat,328.00,81387267.00,52,Pays de la Loire,J,Information et communication
Prêts garantis par l'Etat,301.00,349930072.00,52,Pays de la Loire,K,Activités financières et d'assurance
Prêts garantis par l'Etat,350.00,28905623.00,52,Pays de la Loire,L,Activités immobilières
Prêts garantis par l'Etat,1400.00,286345958.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,552.00,70012550.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,374.00,24385353.00,52,Pays de la Loire,P,Enseignement
Prêts garantis par l'Etat,1415.00,89820739.00,52,Pays de la Loire,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,418.00,46719077.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1482.00,39257094.00,52,Pays de la Loire,S,Autres activités de services
Prêts garantis par l'Etat,122.00,6751258.00,52,Pays de la Loire,Z,Non connu
Prêts garantis par l'Etat,905.00,86378921.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,520000.00,93,Provence-Alpes-Côte d'Azur,B,Industries extractives
Prêts garantis par l'Etat,2986.00,670321506.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière
Prêts garantis par l'Etat,5.00,2448200.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
