dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section
Reports d'échéances fiscales,6.00,28605.00,02,Martinique,I,Hébergement et restauration
Reports d'échéances fiscales,6.00,480043.00,02,Martinique,K,Activités financières et d'assurance
Reports d'échéances fiscales,15.00,145630.00,02,Martinique,L,Activités immobilières
Reports d'échéances fiscales,11.00,103304.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,6.00,310517.00,02,Martinique,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,5.00,298591.00,02,Martinique,Q,Santé humaine et action sociale
Reports d'échéances fiscales,3.00,141567.00,02,Martinique,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,8.00,46852.00,02,Martinique,S,Autres activités de services
Reports d'échéances fiscales,6.00,386800.00,02,Martinique,Z,Non connu
Reports d'échéances fiscales,10.00,129527.00,06,Mayotte,G,Commerce
Reports d'échéances fiscales,3.00,16009.00,06,Mayotte,L,Activités immobilières
Reports d'échéances fiscales,3.00,32875.00,06,Mayotte,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,6.00,56640.00,06,Mayotte,Z,Non connu
Reports d'échéances fiscales,5.00,17529.00,28,Normandie,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,214.00,12244796.00,28,Normandie,C,Industrie manufacturière
Reports d'échéances fiscales,5.00,137997.00,28,Normandie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,249.00,6998198.00,28,Normandie,F,Construction
Reports d'échéances fiscales,574.00,13723270.00,28,Normandie,G,Commerce
Reports d'échéances fiscales,98.00,3244743.00,28,Normandie,H,Transports et entreposage
Reports d'échéances fiscales,315.00,2760434.00,28,Normandie,I,Hébergement et restauration
Reports d'échéances fiscales,30.00,365580.00,28,Normandie,J,Information et communication
Reports d'échéances fiscales,93.00,1867155.00,28,Normandie,K,Activités financières et d'assurance
Reports d'échéances fiscales,179.00,1945705.00,28,Normandie,L,Activités immobilières
Reports d'échéances fiscales,243.00,3919162.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,75.00,1927972.00,28,Normandie,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,38.00,404801.00,28,Normandie,P,Enseignement
Reports d'échéances fiscales,109.00,1918048.00,28,Normandie,Q,Santé humaine et action sociale
Reports d'échéances fiscales,50.00,1528800.00,28,Normandie,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,63.00,204388.00,28,Normandie,S,Autres activités de services
Reports d'échéances fiscales,21.00,504871.00,28,Normandie,Z,Non connu
Reports d'échéances fiscales,112.00,5668017.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,6.00,4244579.00,75,Nouvelle-Aquitaine,B,Industries extractives
Reports d'échéances fiscales,523.00,33097319.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière
Reports d'échéances fiscales,6.00,57065.00,75,Nouvelle-Aquitaine,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,10.00,209375.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,553.00,18856224.00,75,Nouvelle-Aquitaine,F,Construction
Reports d'échéances fiscales,1364.00,33582836.00,75,Nouvelle-Aquitaine,G,Commerce
Reports d'échéances fiscales,139.00,5515891.00,75,Nouvelle-Aquitaine,H,Transports et entreposage
Reports d'échéances fiscales,795.00,7401874.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration
Reports d'échéances fiscales,77.00,3767159.00,75,Nouvelle-Aquitaine,J,Information et communication
Reports d'échéances fiscales,250.00,5975118.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance
Reports d'échéances fiscales,475.00,3902136.00,75,Nouvelle-Aquitaine,L,Activités immobilières
Reports d'échéances fiscales,506.00,7610246.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,237.00,4570303.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,77.00,753637.00,75,Nouvelle-Aquitaine,P,Enseignement
Reports d'échéances fiscales,209.00,10972004.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale
Reports d'échéances fiscales,82.00,1354523.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,183.00,744176.00,75,Nouvelle-Aquitaine,S,Autres activités de services
Reports d'échéances fiscales,63.00,2945880.00,75,Nouvelle-Aquitaine,Z,Non connu
Reports d'échéances fiscales,51.00,741224.00,76,Occitanie,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,4.00,296069.00,76,Occitanie,B,Industries extractives
Reports d'échéances fiscales,336.00,18967045.00,76,Occitanie,C,Industrie manufacturière
Reports d'échéances fiscales,11.00,776033.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,455.00,11846862.00,76,Occitanie,F,Construction
Reports d'échéances fiscales,1124.00,31887030.00,76,Occitanie,G,Commerce
Reports d'échéances fiscales,141.00,5509029.00,76,Occitanie,H,Transports et entreposage
Reports d'échéances fiscales,664.00,6690480.00,76,Occitanie,I,Hébergement et restauration
Reports d'échéances fiscales,92.00,2083493.00,76,Occitanie,J,Information et communication
Reports d'échéances fiscales,180.00,11871942.00,76,Occitanie,K,Activités financières et d'assurance
Reports d'échéances fiscales,426.00,11173424.00,76,Occitanie,L,Activités immobilières
Reports d'échéances fiscales,399.00,8549701.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,213.00,5717062.00,76,Occitanie,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,52.00,288262.00,76,Occitanie,P,Enseignement
Reports d'échéances fiscales,162.00,6019763.00,76,Occitanie,Q,Santé humaine et action sociale
Reports d'échéances fiscales,76.00,2538227.00,76,Occitanie,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,211.00,799493.00,76,Occitanie,S,Autres activités de services
Reports d'échéances fiscales,83.00,1946361.00,76,Occitanie,Z,Non connu
Reports d'échéances fiscales,24.00,578564.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,4.00,179921.00,52,Pays de la Loire,B,Industries extractives
Reports d'échéances fiscales,423.00,32102791.00,52,Pays de la Loire,C,Industrie manufacturière
Reports d'échéances fiscales,3.00,39918.00,52,Pays de la Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,3.00,68970.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,390.00,6734618.00,52,Pays de la Loire,F,Construction
Reports d'échéances fiscales,815.00,27942910.00,52,Pays de la Loire,G,Commerce
Reports d'échéances fiscales,113.00,2119831.00,52,Pays de la Loire,H,Transports et entreposage
Reports d'échéances fiscales,474.00,4468686.00,52,Pays de la Loire,I,Hébergement et restauration
Reports d'échéances fiscales,71.00,3298562.00,52,Pays de la Loire,J,Information et communication
Reports d'échéances fiscales,206.00,6961732.00,52,Pays de la Loire,K,Activités financières et d'assurance
Reports d'échéances fiscales,302.00,3631397.00,52,Pays de la Loire,L,Activités immobilières
Reports d'échéances fiscales,357.00,6142775.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,176.00,3348498.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,67.00,948207.00,52,Pays de la Loire,P,Enseignement
Reports d'échéances fiscales,135.00,6198816.00,52,Pays de la Loire,Q,Santé humaine et action sociale
Reports d'échéances fiscales,68.00,3197978.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,141.00,431995.00,52,Pays de la Loire,S,Autres activités de services
Reports d'échéances fiscales,23.00,462451.00,52,Pays de la Loire,Z,Non connu
Reports d'échéances fiscales,19.00,222510.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,257.00,10005810.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière
Reports d'échéances fiscales,4.00,34843.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,13.00,313438.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,398.00,8052009.00,93,Provence-Alpes-Côte d'Azur,F,Construction
Reports d'échéances fiscales,1019.00,24138855.00,93,Provence-Alpes-Côte d'Azur,G,Commerce
Reports d'échéances fiscales,129.00,7242001.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage
Reports d'échéances fiscales,632.00,6499414.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration
Reports d'échéances fiscales,80.00,2010334.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication
Reports d'échéances fiscales,188.00,5748299.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance
Reports d'échéances fiscales,295.00,4171643.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières
Reports d'échéances fiscales,391.00,8799627.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,297.00,6967619.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,55.00,854786.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement
Reports d'échéances fiscales,240.00,5602465.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale
Reports d'échéances fiscales,76.00,1638809.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,152.00,857609.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services
Reports d'échéances fiscales,38.00,299885.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu
Reports d'échéances fiscales,390.00,91172936.00,11,Île-de-France,C,Industrie manufacturière
Reports d'échéances fiscales,11.00,392505.00,11,Île-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,650.00,23312037.00,11,Île-de-France,F,Construction
Reports d'échéances fiscales,1573.00,148254342.00,11,Île-de-France,G,Commerce
Reports d'échéances fiscales,292.00,47410034.00,11,Île-de-France,H,Transports et entreposage
Reports d'échéances fiscales,815.00,19772084.00,11,Île-de-France,I,Hébergement et restauration
Reports d'échéances fiscales,556.00,112159479.00,11,Île-de-France,J,Information et communication
Reports d'échéances fiscales,471.00,49807869.00,11,Île-de-France,K,Activités financières et d'assurance
Reports d'échéances fiscales,626.00,48800588.00,11,Île-de-France,L,Activités immobilières
Reports d'échéances fiscales,1633.00,97404068.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,417.00,37576909.00,11,Île-de-France,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,165.00,11808500.00,11,Île-de-France,P,Enseignement
Reports d'échéances fiscales,474.00,12409926.00,11,Île-de-France,Q,Santé humaine et action sociale
Reports d'échéances fiscales,161.00,7033015.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,216.00,2802963.00,11,Île-de-France,S,Autres activités de services
Reports d'échéances fiscales,66.00,3474210.00,11,Île-de-France,Z,Non connu
Reports d'échéances fiscales,10829.00,239271934.00,,,Z,Non connu
