dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section
Prêts garantis par l'Etat,546.00,81783898.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,2193.00,61951070.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services
Prêts garantis par l'Etat,131.00,8682590.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu
Prêts garantis par l'Etat,62.00,5659195.00,11,Île-de-France,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,2178.00,841612092.00,11,Île-de-France,C,Industrie manufacturière
Prêts garantis par l'Etat,9.00,44628000.00,11,Île-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,71.00,29011678.00,11,Île-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,4832.00,951470121.00,11,Île-de-France,F,Construction
Prêts garantis par l'Etat,10357.00,3204742364.00,11,Île-de-France,G,Commerce
Prêts garantis par l'Etat,2032.00,298482714.00,11,Île-de-France,H,Transports et entreposage
Prêts garantis par l'Etat,7366.00,1152809746.00,11,Île-de-France,I,Hébergement et restauration
Prêts garantis par l'Etat,2524.00,720950027.00,11,Île-de-France,J,Information et communication
Prêts garantis par l'Etat,897.00,355176555.00,11,Île-de-France,K,Activités financières et d'assurance
Prêts garantis par l'Etat,1575.00,193544699.00,11,Île-de-France,L,Activités immobilières
Prêts garantis par l'Etat,7468.00,1749113227.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,2010.00,684103454.00,11,Île-de-France,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,821.00,102314834.00,11,Île-de-France,P,Enseignement
Prêts garantis par l'Etat,3853.00,338776748.00,11,Île-de-France,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,834.00,170820250.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,2978.00,159966733.00,11,Île-de-France,S,Autres activités de services
Prêts garantis par l'Etat,237.00,18621612.00,11,Île-de-France,Z,Non connu
Prêts garantis par l'Etat,8.00,1493500.00,,,G,Commerce
