dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section
Reports d'échéances fiscales,10.00,538105.00,02,Martinique,C,Industrie manufacturière
Reports d'échéances fiscales,11.00,165150.00,02,Martinique,F,Construction
Reports d'échéances fiscales,46.00,2914917.00,02,Martinique,G,Commerce
Reports d'échéances fiscales,7.00,1974223.00,02,Martinique,H,Transports et entreposage
Reports d'échéances fiscales,6.00,28605.00,02,Martinique,I,Hébergement et restauration
Reports d'échéances fiscales,6.00,480043.00,02,Martinique,K,Activités financières et d'assurance
Reports d'échéances fiscales,16.00,481944.00,02,Martinique,L,Activités immobilières
Reports d'échéances fiscales,12.00,104984.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,6.00,310517.00,02,Martinique,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,5.00,298591.00,02,Martinique,Q,Santé humaine et action sociale
Reports d'échéances fiscales,3.00,141567.00,02,Martinique,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,8.00,46852.00,02,Martinique,S,Autres activités de services
Reports d'échéances fiscales,7.00,397050.00,02,Martinique,Z,Non connu
Reports d'échéances fiscales,11.00,132145.00,06,Mayotte,G,Commerce
Reports d'échéances fiscales,3.00,16009.00,06,Mayotte,L,Activités immobilières
Reports d'échéances fiscales,3.00,32875.00,06,Mayotte,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,6.00,56640.00,06,Mayotte,Z,Non connu
Reports d'échéances fiscales,5.00,17529.00,28,Normandie,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,215.00,12247872.00,28,Normandie,C,Industrie manufacturière
Reports d'échéances fiscales,5.00,137997.00,28,Normandie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,253.00,7296010.00,28,Normandie,F,Construction
Reports d'échéances fiscales,582.00,13955403.00,28,Normandie,G,Commerce
Reports d'échéances fiscales,99.00,3250624.00,28,Normandie,H,Transports et entreposage
Reports d'échéances fiscales,323.00,2860114.00,28,Normandie,I,Hébergement et restauration
Reports d'échéances fiscales,31.00,367894.00,28,Normandie,J,Information et communication
Reports d'échéances fiscales,94.00,1882557.00,28,Normandie,K,Activités financières et d'assurance
Reports d'échéances fiscales,184.00,2048408.00,28,Normandie,L,Activités immobilières
Reports d'échéances fiscales,245.00,3952162.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,75.00,1927972.00,28,Normandie,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,38.00,404801.00,28,Normandie,P,Enseignement
Reports d'échéances fiscales,111.00,1942704.00,28,Normandie,Q,Santé humaine et action sociale
Reports d'échéances fiscales,52.00,1531378.00,28,Normandie,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,64.00,205388.00,28,Normandie,S,Autres activités de services
Reports d'échéances fiscales,21.00,504871.00,28,Normandie,Z,Non connu
Reports d'échéances fiscales,113.00,5856750.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,9.00,4256951.00,75,Nouvelle-Aquitaine,B,Industries extractives
Reports d'échéances fiscales,543.00,34548810.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière
Reports d'échéances fiscales,9.00,67858.00,75,Nouvelle-Aquitaine,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,10.00,209375.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,587.00,19433523.00,75,Nouvelle-Aquitaine,F,Construction
Reports d'échéances fiscales,1401.00,34145867.00,75,Nouvelle-Aquitaine,G,Commerce
Reports d'échéances fiscales,149.00,5702114.00,75,Nouvelle-Aquitaine,H,Transports et entreposage
Reports d'échéances fiscales,829.00,7610100.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration
Reports d'échéances fiscales,79.00,3827920.00,75,Nouvelle-Aquitaine,J,Information et communication
Reports d'échéances fiscales,260.00,6090869.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance
Reports d'échéances fiscales,522.00,5155348.00,75,Nouvelle-Aquitaine,L,Activités immobilières
Reports d'échéances fiscales,521.00,7805825.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,250.00,4888895.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,81.00,781612.00,75,Nouvelle-Aquitaine,P,Enseignement
Reports d'échéances fiscales,212.00,11248600.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale
Reports d'échéances fiscales,85.00,1383541.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,189.00,755802.00,75,Nouvelle-Aquitaine,S,Autres activités de services
Reports d'échéances fiscales,60.00,3006647.00,75,Nouvelle-Aquitaine,Z,Non connu
Reports d'échéances fiscales,53.00,824080.00,76,Occitanie,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,4.00,296069.00,76,Occitanie,B,Industries extractives
Reports d'échéances fiscales,355.00,20263938.00,76,Occitanie,C,Industrie manufacturière
Reports d'échéances fiscales,11.00,776033.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,503.00,12258044.00,76,Occitanie,F,Construction
Reports d'échéances fiscales,1177.00,34772949.00,76,Occitanie,G,Commerce
Reports d'échéances fiscales,152.00,6153663.00,76,Occitanie,H,Transports et entreposage
Reports d'échéances fiscales,701.00,7128440.00,76,Occitanie,I,Hébergement et restauration
Reports d'échéances fiscales,99.00,2224127.00,76,Occitanie,J,Information et communication
Reports d'échéances fiscales,197.00,13884886.00,76,Occitanie,K,Activités financières et d'assurance
Reports d'échéances fiscales,453.00,12448835.00,76,Occitanie,L,Activités immobilières
Reports d'échéances fiscales,415.00,9019978.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,218.00,5933173.00,76,Occitanie,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,54.00,300691.00,76,Occitanie,P,Enseignement
Reports d'échéances fiscales,170.00,6166259.00,76,Occitanie,Q,Santé humaine et action sociale
Reports d'échéances fiscales,80.00,3079936.00,76,Occitanie,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,220.00,975761.00,76,Occitanie,S,Autres activités de services
Reports d'échéances fiscales,80.00,994137.00,76,Occitanie,Z,Non connu
Reports d'échéances fiscales,25.00,581616.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,4.00,179921.00,52,Pays de la Loire,B,Industries extractives
Reports d'échéances fiscales,433.00,32491622.00,52,Pays de la Loire,C,Industrie manufacturière
Reports d'échéances fiscales,3.00,39918.00,52,Pays de la Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,3.00,68970.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,415.00,7165087.00,52,Pays de la Loire,F,Construction
Reports d'échéances fiscales,857.00,28814770.00,52,Pays de la Loire,G,Commerce
Reports d'échéances fiscales,121.00,2252310.00,52,Pays de la Loire,H,Transports et entreposage
Reports d'échéances fiscales,513.00,4835362.00,52,Pays de la Loire,I,Hébergement et restauration
Reports d'échéances fiscales,78.00,3406051.00,52,Pays de la Loire,J,Information et communication
Reports d'échéances fiscales,215.00,7069152.00,52,Pays de la Loire,K,Activités financières et d'assurance
Reports d'échéances fiscales,329.00,3864520.00,52,Pays de la Loire,L,Activités immobilières
Reports d'échéances fiscales,372.00,6280768.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,188.00,3551191.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,68.00,952817.00,52,Pays de la Loire,P,Enseignement
Reports d'échéances fiscales,137.00,6228516.00,52,Pays de la Loire,Q,Santé humaine et action sociale
Reports d'échéances fiscales,70.00,3200046.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,145.00,435851.00,52,Pays de la Loire,S,Autres activités de services
Reports d'échéances fiscales,24.00,472194.00,52,Pays de la Loire,Z,Non connu
Reports d'échéances fiscales,19.00,222510.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,266.00,10396790.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière
Reports d'échéances fiscales,4.00,34843.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,11.00,311551.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,415.00,8172955.00,93,Provence-Alpes-Côte d'Azur,F,Construction
Reports d'échéances fiscales,1042.00,25950610.00,93,Provence-Alpes-Côte d'Azur,G,Commerce
Reports d'échéances fiscales,129.00,7114073.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage
Reports d'échéances fiscales,651.00,6644757.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration
Reports d'échéances fiscales,80.00,1994986.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication
Reports d'échéances fiscales,191.00,5801896.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance
Reports d'échéances fiscales,305.00,2587324.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières
Reports d'échéances fiscales,399.00,8833202.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,298.00,6898308.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,57.00,942580.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement
Reports d'échéances fiscales,246.00,5849637.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale
Reports d'échéances fiscales,76.00,1640538.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,157.00,871246.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services
Reports d'échéances fiscales,38.00,299885.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu
Reports d'échéances fiscales,407.00,93027890.00,11,Île-de-France,C,Industrie manufacturière
Reports d'échéances fiscales,56.00,5035126.00,11,Île-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Reports d'échéances fiscales,11.00,392505.00,11,Île-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,693.00,25580148.00,11,Île-de-France,F,Construction
Reports d'échéances fiscales,1658.00,153116200.00,11,Île-de-France,G,Commerce
Reports d'échéances fiscales,308.00,48279195.00,11,Île-de-France,H,Transports et entreposage
Reports d'échéances fiscales,871.00,21066296.00,11,Île-de-France,I,Hébergement et restauration
Reports d'échéances fiscales,592.00,114629583.00,11,Île-de-France,J,Information et communication
Reports d'échéances fiscales,513.00,53219466.00,11,Île-de-France,K,Activités financières et d'assurance
Reports d'échéances fiscales,663.00,50412227.00,11,Île-de-France,L,Activités immobilières
Reports d'échéances fiscales,1718.00,102420429.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,443.00,38152239.00,11,Île-de-France,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,173.00,11874255.00,11,Île-de-France,P,Enseignement
Reports d'échéances fiscales,494.00,12964294.00,11,Île-de-France,Q,Santé humaine et action sociale
Reports d'échéances fiscales,132.00,4473797.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,228.00,2905252.00,11,Île-de-France,S,Autres activités de services
Reports d'échéances fiscales,98.00,5169729.00,11,Île-de-France,Z,Non connu
Reports d'échéances fiscales,11338.00,247606819.00,,,Z,Non connu
