dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,345.00,3915676.00,52,Pays de la Loire,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,383.00,6359613.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,203.00,3773159.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,68.00,956494.00,52,Pays de la Loire,P,Enseignement,2020-06-25
Reports d'échéances fiscales,143.00,7609731.00,52,Pays de la Loire,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,74.00,3236570.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,149.00,501243.00,52,Pays de la Loire,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,22.00,466565.00,52,Pays de la Loire,Z,Non connu,2020-06-25
Reports d'échéances fiscales,21.00,328513.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,271.00,10608185.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,4.00,34843.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-25
Reports d'échéances fiscales,11.00,311551.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,415.00,7887125.00,93,Provence-Alpes-Côte d'Azur,F,Construction,2020-06-25
Reports d'échéances fiscales,1041.00,27908238.00,93,Provence-Alpes-Côte d'Azur,G,Commerce,2020-06-25
Reports d'échéances fiscales,136.00,7753887.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,668.00,7900120.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,86.00,3180908.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication,2020-06-25
Reports d'échéances fiscales,189.00,5882169.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,309.00,2946439.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,406.00,9124496.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,300.00,6966553.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,65.00,1054623.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement,2020-06-25
Reports d'échéances fiscales,251.00,6002903.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,88.00,2530703.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,158.00,913742.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,24.00,316536.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu,2020-06-25
Reports d'échéances fiscales,12250.00,273912035.00,,,Z,Non connu,2020-06-25
